text,sentiment
" Yeah, I didn`t buy that for one hot minute.",negative
"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",neutral
"Oh and PS. Since it is already 12:30, I should probably say 'Happy Mother`s Day' to my Mom and all the mothers out there!",positive
" Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",neutral
 im listening to people saying eww at out current frog disection  poor froggy.,negative
 p.s. There is such thing as having too much sushi! Bleeeeah!,neutral
i still DON`T have the internet @ home  ****,negative
" 'might be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",positive
"Isss boredddd, gotta be up in the morningg",neutral
 Happy Anoop Day to you Monica,positive
Tonight is my last night in my apartment...,neutral
 Have you heard the song 'Purpose' from Avenue Q?  Your post reminds me of that.,neutral
just done planting the garden...hope sun will shine soon!,positive
 i really am going to miss you,negative
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,positive
WHY CANT I FIND IT!!!,negative
Stupid idiot who ran a stop sing and almost killed me and my car!,negative
 I still have another hour.,neutral
" it was a lonely battle, my friend, but you fought valiantly!",positive
Happy Mother`s day to all beautiful mother. May your love shines the world  Thank you mum.....,positive
Making Banana Bread,neutral
 hypnotyst .... hmmmm... i should beware..,negative
Boo Im lonely and bored,negative
got woken up early AGAIN  I kinda wana just chill today but there`s so much to do!,negative
  dude i will check again but i couldnt find anything  haha i am capital ****-E-D,negative
Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,negative
 Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,neutral
"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",negative
" I already seen am and jazzy I know they blew the roof off! Was supposed 2 go to pony party, I couldn`t make it out last night",neutral
 that`s not good to hear!  i hope everything is fine..i will keep you & your family in prayer! I LOVE YOU ISABELA URIBE,neutral
" : http://tinyurl.com/c6tvz5 Germany loves you, haha.",positive
upgraded,neutral
My convo starts in 12 hours... and I am sitting 6500Km away writing GIS queries,neutral
 have fun ! bbq is good ! no matter where it is,positive
" I`m stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework",negative
listening to Lily Allen`s last album - it`s quite good,positive
hm i`m happy but i want to join drama practice today !,positive
Have been feeling very sick    had day off today... ARRRGH,negative
"  I think it`s because I`m always offtopic and sometimes inappropriate (germination and 'fruit picking' jokes, etc)",negative
At the library  being friggin bored.,negative
 WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!,neutral
its too early to be up,neutral
 Why so expensive,negative
" i`m praying for you. Sorry to hear about your bro, man",negative
missing  on his birthday,negative
 hhaha kewl dude!!  but if u dont know & he does have a reason well thats another story mhmhmh...does he?,neutral
 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom?  Can`t wait for preprom!!!!,positive
 cool. my **** itch. got sunburned at the volcano,negative
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,positive
 YEAYYY! good for you,positive
 ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back,negative
" Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good",positive
doin homework ugh,negative
" Well, yeah. But my mom doesn`t wanna drive all the way to Sac if we were that far away.",neutral
" Here are some that other tweeple recommend to me: www.audiomicro.com , http://tr.im/gWOy , http://tr.im/gWPx",neutral
 voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,positive
yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???,positive
'leave the pieces' - the wreckers... hmm,neutral
_crisis deathmatch? I don`t have that game. Plus.... I`m not really good at any games  lol,negative
 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,positive
http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,neutral
A movie`s worst fate used to be 'Straight to DVD'. Now it is 'Straight to DivX' or 'Straight to Internet',negative
 zombie wrangler sounds like fun. I don`t have halo wars.,positive
@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral
"feels a sinus headache brewing, but can`t take drugs.",negative
 have fun without me pasty  <33,positive
i`m so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,negative
8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,negative
"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",positive
 Alternatively you could spend the afternoon reading 'Pride and Prejudice and Zombies',neutral
Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!,negative
_007 so I tried to send you a direct message and I can`t because you aren`t following me,neutral
http://twitpic.com/33hus that`s my baby,neutral
 nope,neutral
rblpnBro  Not quite where I need to be here ... sad but true. Soon however all will be WELL  6wks ? http://blip.fm/~5z4ve,negative
 i bet they did  some people have no ideia or standards  have a lovely time the pair of you,neutral
 What kind of help do you need with Machine embroidery?  I may bea able to help,positive
" haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing ",positive
 http://twitpic.com/4gnlp - THAT IS FANTASTICAL,positive
 no...i`m just tired..,negative
Wish I was @ wembley,positive
 Rude.,negative
hmz... second most popular page on this governmental site is the 404 page... fail,negative
Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,positive
"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",negative
Saw this lil girl that has big eyes and hair like Dora the explorer. How cute,positive
twittascope is NOT rocking my socks - go away already!!,neutral
"  I`m not even in your situation and now I`m sad. I`m sorry, that`s really sucky.",negative
Good morning  ready to start this week.,positive
_Exp not where i live.,neutral
tomorrow should be good. but apparently no movies,positive
my brother is irritating. and not just bc he takes & wears my clothes without asking. i want to punch him violently for **** he does.,negative
Nothing exciting from me tonight....got some new toys to play with though  Happy Mother`s Day Ladies,positive
Got the sniffles   I SO don`t want to get sick - I don`t need this.,positive
"Ugh, I feel like ****-- gonna call out of my classes today  hope it doesnt affect my grade",neutral
" i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t.",neutral
" true, depends on the couple  Personally we`ve found adding more has increased the fun & increased our bond",positive
watchin Gilmore Girlz,neutral
Ppl dont miss out on me on this Follow Superstar Sunday,neutral
I`m grounded til tomorrow. Sorry to anyone I made plans with.  It`ll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,negative
UP was awesome! Everyone should go see it.  But the stupid theatre didn`t show the Pixar short film.,neutral
Cleaning,neutral
i`ve just woken up,neutral
"Oh man, there are dead deer everywhere in michigan.",negative
I had a great time at the surprise party! We got him good!,positive
"went on a long 10 mile bike ride today, then it started raining",neutral
"Whats your name: Adelaide-Marie How old r u: 14 Where Do u live: IN THE WORLD  lol i jk, canada(toronto)",neutral
" they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",positive
 I will try. But I don`t care what my mum says,neutral
Kicking Back In The Holidays  No More School for a whiles,neutral
Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,neutral
" Wish i was out an about, stuck in with a pile of boxes, a sore back and a load of tesco blue shopper bags to fill from the kitchen",negative
what a lazy sunday... I love lazy days...,positive
 hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,neutral
Going to the grocery store with my Best Friend,neutral
Had to cancel subscriptions today to NZZ and Economist at office  #costsavings Luckily they also have online versions,neutral
" And now she also rides giant squids...who knew! Ama hafta go now  i`ll try and get on later, love to you ****",positive
Have a nice day  ? http://blip.fm/~5z6y6,positive
Im had to leave early to go to piccolo practice.,neutral
Off to the bank,neutral
Wish i was famous like some of d people im following,neutral
"time always seems to fly when im with wade, its weird; but i like it... a lot!",neutral
" totally agree, but she always seems to be henpecking John, even before the cheating thing",neutral
 a celtics-lakers rematch sounds better don`t you think? lol,positive
i was an extra. got ready for work for nothing. studying all night,neutral
Heading home in the rain  no pool today...guess I will hit the treadmill instead.,neutral
I forgot I have lumpia and pancit in my fridge from last night! Yay,positive
great. more rain,positive
"@ Little_Ren is lovely lovely, and so niceee",positive
"Okay, seriously. you`re all going to have to forgive me while I gush like a little fangirl for a few tweets",neutral
" Crab boat? I have my mobile set to go off every night, to remind me to head to bed",neutral
 and  thanks  hoping its just allergies and not a nasty flu!,positive
"Friday yay!! And a bonus, don`t have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride",positive
Did you guys figure out Saturday? I really wanted to go but my mom is sick so I have to take her to the hospital in Tampa,negative
Happy Mothers Day to all the mommy`s out there!,positive
" Good morning nyc! If I weren`t broke, I would have landed there yesterday afternoon.",neutral
 places to find you if you`re not home- marilyn and seria beach,neutral
 oh..keep working on it..you can always make it a little smaller,neutral
" yeah, it`s tragic  i need a haircut",negative
white-water rafting in the tripics,neutral
The pool doesnt open til tomorrow!,neutral
 totally! except we can`t ride on the sidewalk like when we were kids.  a lot more safe than on the road with crazy drivers.,neutral
" wow, that`s good",positive
"_15 No, I haven`t seen it yet!  But once it comes out on DVD.. ;) hehe. Haha",positive
25-man Ulduar is hard...,neutral
"#BSNL, Stupid net went down.. Been without email for a whole day",negative
Is cold  Mind you I have been sat outside for 30 mins waiting for a lift. I don`t care how much of a balearic evening it might be!!!,neutral
wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,neutral
"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",negative
 thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,positive
i love mandy moore so much  and also angela,positive
hollie steel on bgt was absolutely excruciating to watch...poor girl.,negative
the cuckoo is back! this year`s model starts chirping  at 11 am instead of 4 am.,neutral
9100 tweets....just living the rockstar life one tweet at a time.,neutral
 eh...I might drive through Chi-town on my way to Colorado....maybe I`ll get one then.,neutral
Making my momma a happy mother day card <3 I love my mommy,positive
 I feel almost empty inside today.  Not a good feeling.,negative
"Ugh I have a hedache; I may be cheap, but **** **** I still have class with how I roll",negative
 it sure is  Hope you`re having a great morning,positive
_aka_Rowan he could be talking to me  (he`s probably not though ;) ),negative
 Good!! Busy as heck but good. Feeling yucky at the moment.,neutral
24 hours and $400 later and I hav a new telecom phone that dosent work.  Stupid telecom,negative
Fixed my favourites. $180 and the heels fell off after 4 wears,positive
**** EM,negative
_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,positive
" Thanks Heather, glad you like the dish",positive
Will miss nostalgia ... everyone please kick tushar,negative
" I didn`t say I met *all* the awesomest people, just a bunch of them.",positive
says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuff  http://plurk.com/p/su3eq,neutral
"I mean i`m tired, and sooooo freakin in love with my .",neutral
"Wow, such a crazy night of ever changing emotions! I liked it tho",positive
Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,positive
the sunset view is SO beautiful from my room!,positive
 i know hella  i wish i could be how my mom was and just move across the usa!,neutral
_juansimon God I`m bored. Wish we could`ve done something 2night!,negative
Oh how today sucks....,negative
I have a farmers sunburn! Ahhhh!,negative
"Off to the Dream World to battle the evil Spork Horde.  Later, folks.",neutral
Take that back on the cast...one dropped last night!,neutral
Shakedown Street!!!,neutral
first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?,negative
_Souljaa I couldn`t eat 2,neutral
 i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral
i have a whole day planned for my mom today that i know she will love!,positive
My wedding next Thursday and I`m ill,negative
The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,neutral
"getting off for the night, in such a great mood!",positive
Celebrated Mother`s Day with the best lamb roast lunch followed by a box of Cadbury`s shared around the table. It was a wonderful day,positive
awesome night in the city,positive
 I tried 2 vote 4 u the other day but I couldn`t figure out how 2 do it  help? Lol,neutral
 Kazim Kazim  i didn`t know that name ))),neutral
 Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,positive
 how you get a day off and you still aint hit me.. Where is the lOVE?,neutral
Just watched 'Marley & Me.' Cute movie. Going to watch 'Twilight' soon!  Love it!,positive
 I GOT UR BACK @ BABY!! much love to ya!,positive
from here to cyborgs there`s but a small leap  - http://www.newscientist.com/article/mg20227065.900,neutral
So Bored. Firday Evening And Nothing To Do,negative
 me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral
 I`ll keep that in mind if I decide to add an LA leg  to my westt coast stint in June,neutral
" Hey OJ, I just want to ask, you hooked up with somebody ayt now?",neutral
Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,negative
Tonight is the last Jay Leno late nigt show,neutral
 Miss you my dear,negative
i neeeeeeeed music suggestions but no one will give them,neutral
Aww sad  now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh,negative
"In school ; With Victoria & Bryan (: _ no more school soon, sadd i am",negative
"Ugh, i hate waiting in airports. I couldn`t find a seat near an outlet either.",negative
I just wanted dippin dots,neutral
Plans were taking flight to go out tonight but they`re now sinking in the Hudson since I have to work in he morning. Stupid bird strike.,negative
has finished exams.... has (almost) moved out of halls and is leaving london tomorrow,neutral
" I love mine, too . happy motherÃ¯Â¿Â½s day to your mom , John Taylor  . much love to you, too .",positive
"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you Ã¯Â¿Â½  :@",negative
 I know!! Yayy,neutral
 Family...friend... It`s good for the industry i plan on going into...Far FAR away from Ohio  I hate it here.,neutral
Just found out that Mad Men season 3 is delayed until August.,neutral
" When I heard 'No One' from Alicia Keys like, 10 minutes ago? You made my night",neutral
I wanna see the Jonas Brothers in concert..,neutral
Strawberry margaritas + baked stuffed shrimp =,neutral
"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",neutral
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive
have a biiig headache.,negative
Still at work.,neutral
 I did laundry tonight too.  Guess I can admit that now that you paved the way.,positive
as any1 been up all night like me and now the birds are keeping you awake,neutral
 rofl uh huh,positive
" there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral
"Wow, can`t believe Monday is here again already. I hope everyone is well today",positive
 yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...,neutral
 oh no fair.... thats in 9 hours,negative
 I know!  I loved it.,positive
 well us Brits have to wait a few more days for it!  I thought it was all gonna realized at once! I guess it`s worth the wait!,positive
" no, sir, they did not! i was amazed when i woke up this morning.",neutral
  thanks!,positive
so tired after work...but i have King`s Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,negative
Okay so I`m trying to be happy and deal with my problems and my friends` also. Its hard,negative
 OMG rated 10 stars,neutral
" Katie is my Malamute dog, as for my weight, well I`m about 6ft tall and 73kg, which is quite good",positive
" LOL! based on my last post then, I`ll plan on using you as a reference",neutral
Now I`m off to bed - HAPPY MOTHER`S DAY ALL - HAVE A GREAT ONE,positive
dared to go back and look at that vid I made - I may take it down,neutral
 http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they`re fantastic!,positive
 thank you for the link! it explains a lot! and I`m glad you`re feeling good! I`ve a friend coming tomorrow. will be fun!,positive
"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",positive
 Thx 4 sharing!,positive
Bouta donate blood! Ahhhhh!,neutral
 My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,neutral
Good Morning everybody and happy Mothers Day!!!!,positive
is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,positive
rip grandpa  graduation today...,neutral
Baking cakes with my Momma! ),neutral
Heading to bed with a book. Good night,positive
Sang on xbox lips and drunk beer my weekend rocks so far,neutral
 http://twitpic.com/336u5 - i love her too !!! she shouldve won,positive
"Friends are gone. Sushi, movies, laughter. Just what I needed. FUN!",positive
" go to vegas, but don`t spend all ur money!!!!",neutral
 I don`t know what to say except *hugs*,neutral
Okay I`m seriously bored. I have nothing to do. I can`t go out cause it`s raining.,negative
" I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",negative
"Going to be buckling down this week. So, relief for my twitter followers from my inanity. Enjoy my silence.",positive
to doente,neutral
mmm  eating tostitos && piknik with spinach dip from S&R. <3,neutral
all my worms either escaped or died  bums!,neutral
Had such a great weekend! Glad it`s sunny out today,positive
btw ian watkins has stopped following me  so i am a wee bit pissed off!,negative
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,neutral
 ps- are you a doctor or swine flu paranoid??,neutral
You can`t take this feeling away from me<3. going to lay down & watch a movie.,positive
 night,neutral
http://twitpic.com/4jcjj - Boagsie actually is still this small lol - him at 4 years old,neutral
Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb,neutral
"Last day of holydays, gotta get back to work    Anyway, 2 great weeks",positive
back from dinner w. my family. i`m not meeting christine anymore  sunny weather tomorrow and a day out & about. i want red bull!,neutral
_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!,positive
 wweeeeooo! snl soon,neutral
 My sister is graduating too & I can`t afford to buy here anything,negative
 if ur as awesome as i think u are u would sooo write me back  a lil something   <--- crossing fingers,positive
"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too",negative
 Yeah,neutral
: love the song 'together'. that`s 'his' song for me...well i think it`s still is,positive
 Maybe JD can help you out there I don`t know though  But I will ask!,neutral
 Your Steve Chai sounds awesome. *wishes she had one now* But I`m stuck with: Idon`tknowwhatdamnbrandcoffeethisis,positive
  where u goin,neutral
"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",negative
I miss my friends so much,negative
Listening to Someday We`ll Know... It`s raining!!!!,neutral
 happy birthday!,positive
My trip to Igbaras will be postponed to next week,neutral
I feel like an M&M McFlurry  mmm... But I won`t get one coz I need to look good for when I go to the States!!! 7 weeks 2 go aaaaahhhh!!!,neutral
Yum chocolate sorbet! She barely even shared  http://twitpic.com/67azl,positive
Tried on all the shoes in new look,neutral
_bishop  sez need to get u to look at my flights again  will email ur work tonite,neutral
Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,neutral
" My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else >.>.",neutral
 Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,neutral
Happy Mother`s Day!  @>--->--->--- A rose for YOU!,positive
  aww-that`s my last one. Roo-Oop,neutral
Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,negative
" That`s a great point... but I`m not **** in ANY! woods, Sara... you should know better.  Haha",positive
  I hope you get well soon! <3,positive
" - try thinking of something calm and peaceful, such as relaxing on the beach.",positive
finished the noodles. done the dishwasher. really really warm. i don`t like it,negative
 no it doesn`t...sheesh,neutral
Young money,neutral
 our love goes out to you Kanoa  sorry for your loss dear,positive
still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!,negative
"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",positive
Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly,negative
Im so just heading home,neutral
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,neutral
damm i feel like the song of dead and gone by Travis Garland,negative
" TV is shite,thank god for youtube",neutral
Happy Mothers day to all the Mom`s on there!!,positive
Its so sad,negative
"The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-",neutral
 waah. We`re no longer your peeps.,neutral
Back in the office for a hectic week - but the weekend was awesome,neutral
" Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog",negative
I don`t wanna go back to work   sleepy time.,negative
AC getting installed today,neutral
"Depressing day today, have to pack as leaving ridiculously early tomoro.",negative
 lol. your tweets are always fun to follow  Never a dull moment with the Kulps!,positive
bahaha loving   twitter to me last night. DRUNK.  lol,positive
 Downside though is that you`re breaking the thread.,neutral
good morning! off to the gym I go,positive
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,positive
 enjoy!!!  have a good day. don`t forget to twitpic ****,positive
" im kinda tired enough to sleep, but 'Migrate' has got me up singing along, haha",negative
 You are very much welcome,positive
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,positive
"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother`s Day!",positive
 I can`t  has blocked me.  I can`t even request,negative
 take a nap bedalii,neutral
i don`t know what i`m doing  i feel so empty LOLLL cheesy but true :/,negative
 Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao,neutral
"Omg, I`m a murdere! I accidently just killed a spider",neutral
Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,negative
oh my gosh!!! hollyoaks was so sad tonite,negative
Obama is the ish!!!!  he is funny!,positive
 my heart hurts too.,negative
i`m lookin for email to this man  i have his photo -Spray Painting in Wroclaw(Poland) by Kosmo http://bit.ly/EOvVN,neutral
 My wand? It`s a black hawthorn wand with a core of kraken heartstrings.  You?,neutral
Have $#@&!!! Malware on my work PC!  I miss having an IT dept,negative
Just enjoyed 2 steak quesadillas! Kinda mad cause I`m gonna miss the laker game!,neutral
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore",negative
Long to-do list. Little desire to do it all.,negative
 I keep trying to talk myself out of Australia by thinking of the jet lag  So far it isn`t working... I still want to go!,neutral
I love when ryans a housewife. Makes me smile.,positive
 ok thanks  do you like my new pic? http://twitpic.com/4jewc,positive
"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",neutral
  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,neutral
had a really weird night last night and misses her friends,negative
Circus was fun - I don`t have any hope of getting out of the parking lot - haven`t moved in 10 min,neutral
Gotta get ready to leave....Alec and I are going hunting outside of Volterra. This should be fun.  Talk to everyone later.,positive
Wishing it was naptime,positive
 So sorry I missed it!,negative
 Awww!  I was thinking about you lot up there!  Glad you enjoyed it.,positive
 you wish,neutral
looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,neutral
_ftw awh i`m sorry  i`m probably going to do the same thing haha.,negative
Pug just woke me from an incredible sleep!,negative
"Well, at least it`s not as bad as I thought. Found a new website to watch movies on and I gotta say.......it`s not bad, not bad at all",negative
Just got back from 5km run!  It was really good!,positive
" um, I think what I will miss the most is.. JAY LENO!!!!!!!!",negative
" Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",positive
I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,neutral
Yay!! My computer came today. Too bad it`s being held hostage at my parents` house until I can pick it up,neutral
" yeah i checked it, pretty nice site",positive
 Knight...sweet dreams.,positive
 wow that`s quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe,positive
"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",neutral
" My friend is a massive Beatles fan, and she wasn`t impressed",negative
"Zen-related stuff: 'Go with the flow.' Very easy to accomplish - it started to rain, so the rain will flush me away",positive
"_Colossus Lol, cheers `mate`. Yeah it went well thanks",positive
"Thanks for the follow, Doug. I like that hat",positive
" Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday",negative
Lazy day in is awesome but I really should go out,positive
" so I wanted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...",positive
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<,negative
 http://tinyurl.com/c33ffv thats what im making for dinner very yummy,positive
 i think she`ll pull through.,neutral
just got thru watchin  on bones now topping off with House reruns,neutral
is waking up somewhat. go canucks!,neutral
I dedicated today to Mothers Day videos because without Moms (and Dads) we wouldn`t be here tweeting.,positive
Happy Birthday to my ****,positive
Cross Country was today...Hmmphh my feet hurt,negative
Happy Star Wars Day! May the 4th be with you  (via Nige the Goth),positive
has an exam at 10am - I slept about 3 hours last night,neutral
I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,negative
" Dunno yet, would LOVE to though! I keep missing them any other time for some reason :S & have fun!",positive
" yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",positive
Join the biggest and bestest group on facebook  http://bit.ly/cDrbt,positive
My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,negative
I just lost a fight against  on Tweefight. I lost  Please revenge me! Try now http://tweefight.com/?opp=hangy,neutral
First Day at the new job! Yeah!,positive
 have a safe trip joshy poo.......you`ll knock them dead at your speech,positive
Fun webcamming with caroooo,positive
av ad a realy gd day wiv Ciara Connolly at  park gate west kirby and new brighton.. fukin funny bt sunburnt.. luks like drivers arm,positive
 Miss you!!,negative
 I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,neutral
Bacon Fail.  Ended up with a commiseration muffin,negative
": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",positive
Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout,negative
Hmph. This is nowhere near as effective as it was a few mins ago. I wonder if it was a coincidence. FOLLOWERS: please report ur findings,negative
I tell him today! :S it`s his last day,neutral
"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",neutral
" Happy Mothersday btw! Look at the bright side, you can chill all day today",positive
You people haVe no idea how depressing it is being at a steakhouse and not being able to eat,negative
 hello there!,neutral
 that`s dope!  stay out of trouble,neutral
 that movie is awesome!,positive
how r u feeling? and when r u guys coming back to canad?... come to vancouver!,neutral
in the mailbox already for 2 hours,neutral
" Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",neutral
"_the_game GIRL!  Work it! Hope you had the Slammer, and had fun with the Moldovan! I want to hear details!!!",positive
city in a bittt.,neutral
is live on danny noriega`s stickam. he said hey to me  i luv him!!!,positive
) no more Chemistry!!! I`m gonna choose English. I find it (Chem.) kinda boring in the end! gonna help people < who choose Chem>,negative
http://pic.gd/fad84c One Sunday night at Helsinki. We hadn`t drink anything... xD yeah RIGHT!,neutral
_  it`s on again right now!! aah I love demi lovato,positive
 LIKE U SAID 'GIVE TC A CHANCE!' WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,neutral
 You too - hope your day was good!,positive
" NOOOO I`ll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. >_>",negative
Been so busy for the entire week. Be able to take a breath next Tuesday,neutral
watching Star Trek and next to watch it at the movie theater `cause the movie is really worth it...,positive
i can`t find my tennis racket!!,neutral
" I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",positive
Hahhahah I`m watching the greatest movie ever,positive
Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,positive
"Wal-Mart orientation...it`s work, but seriously...this sucks",negative
"  aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered",neutral
Is ANYBODY up? .... I`m sooo bored!,negative
